1.321243893575500806e+03 9.700400463996394773e-01 1.000000000000000056e-01 9.639595286433684240e-01
1.321684729308290798e+03 9.806719806886488033e-01 1.000000000000000056e-01 9.639595278219530439e-01
1.322125709280268666e+03 9.740078545385791875e-01 1.000000000000000056e-01 9.639595269081288054e-01
1.322566833635886042e+03 9.691532965629331420e-01 1.000000000000000056e-01 9.639595258857078797e-01
1.323008102519735303e+03 9.640882592047413935e-01 1.000000000000000056e-01 9.639595247294094893e-01
1.323449516076551390e+03 9.731052056435616215e-01 1.000000000000000056e-01 9.639595233819051590e-01
1.323891074451212035e+03 9.689951019902383056e-01 1.000000000000000056e-01 9.639595216564164071e-01
1.324332777788737303e+03 9.593450032895610713e-01 1.000000000000000056e-01 9.639595188421574701e-01
1.324774626234289826e+03 9.298703737797275881e-01 1.000000000000000056e-01 9.639595122010450323e-01
1.325216619933175934e+03 9.671470820903778076e-01 1.000000000000000056e-01 9.639594916065883368e-01
1.325658759030844749e+03 9.774489575816739384e-01 1.000000000000000056e-01 9.639594216927934722e-01
1.326101043672888864e+03 9.605249070352123164e-01 1.000000000000000056e-01 9.639591864626536610e-01
1.326543474005045482e+03 9.561502010591568235e-01 1.000000000000000056e-01 9.639584294377415707e-01
1.326986050173195054e+03 9.597589037110728638e-01 1.000000000000000056e-01 9.639561256694109126e-01
1.327428772323362864e+03 9.510238468647003174e-01 1.000000000000000056e-01 9.639495218092448692e-01
1.327871640601718354e+03 9.826961313524553709e-01 1.000000000000000056e-01 9.639317178628685756e-01
1.328314655154576030e+03 9.722848611493264404e-01 1.000000000000000056e-01 9.638866125771701210e-01
1.328757816128395234e+03 9.555654621893360234e-01 1.000000000000000056e-01 9.637793026525679485e-01
1.329201123669780600e+03 9.776575565338134766e-01 1.000000000000000056e-01 9.635397225524923170e-01
1.329644577925482054e+03 9.879497039702630490e-01 1.000000000000000056e-01 9.630381890110780718e-01
1.330088179042395950e+03 9.552170374701099975e-01 1.000000000000000056e-01 9.620547826928239621e-01
1.330531927167563708e+03 9.480269916595951418e-01 1.000000000000000056e-01 9.602510966528894354e-01
1.330975822448173858e+03 9.264969373902967043e-01 1.000000000000000056e-01 9.571621015517763897e-01
1.331419865031560903e+03 9.335356470077268431e-01 1.000000000000000056e-01 9.522336449908909151e-01
1.331864055065206003e+03 9.284469355498591314e-01 1.000000000000000056e-01 9.449294029940948914e-01
1.332308392696737428e+03 9.029764511412189387e-01 1.000000000000000056e-01 9.349111339170012025e-01
1.332752878073930788e+03 9.364000877305385107e-01 1.000000000000000056e-01 9.222565935202473586e-01
1.333197511344709255e+03 9.476637455724901127e-01 1.000000000000000056e-01 9.076360697751446605e-01
1.333642292657143116e+03 8.960624995731538700e-01 1.000000000000000056e-01 8.923521810689438727e-01
1.334087222159450903e+03 8.791993721838919917e-01 1.000000000000000056e-01 8.781833563538037346e-01
1.334532300000000077e+03 8.742189291984804322e-01 1.000000000000000056e-01 8.670500905554605620e-01
1.334977526327305441e+03 8.484936803579330444e-01 1.000000000000000056e-01 8.605993550411950022e-01
1.335422901290030723e+03 8.682695521462348021e-01 1.000000000000000056e-01 8.598318452832123260e-01
1.335868425036989265e+03 8.396889514500095464e-01 1.000000000000000056e-01 8.648734833182485371e-01
1.336314097717142658e+03 8.564870717424538649e-01 1.000000000000000056e-01 8.749452982707269788e-01
1.336759919479603241e+03 9.021388176948793580e-01 1.000000000000000056e-01 8.885389193830663945e-01
1.337205890473631371e+03 9.229442640658347408e-01 1.000000000000000056e-01 9.037584988743745384e-01
1.337652010848638611e+03 9.098989415553307980e-01 1.000000000000000056e-01 9.187397595432216235e-01
1.338098280754186135e+03 9.468465966563071046e-01 1.000000000000000056e-01 9.320218145043830393e-01
1.338544700339985638e+03 9.522125105704030146e-01 1.000000000000000056e-01 9.427601364743242174e-01
1.338991269755899793e+03 9.527709291827294313e-01 1.000000000000000056e-01 9.507366990175420973e-01
1.339437989151942020e+03 9.214752597674247259e-01 1.000000000000000056e-01 9.562086970283368847e-01
1.339884858678276714e+03 9.598274653957735714e-01 1.000000000000000056e-01 9.596889146560233508e-01
1.340331878485219704e+03 9.770350860011193239e-01 1.000000000000000056e-01 9.617471655771268058e-01
1.340779048723239157e+03 9.903784048172735721e-01 1.000000000000000056e-01 9.628817322791756173e-01
1.341226369542955126e+03 9.659500372025274784e-01 1.000000000000000056e-01 9.634656770619062227e-01
1.341673841095138187e+03 9.580067203890892946e-01 1.000000000000000056e-01 9.637466750506147317e-01
1.342121463530713982e+03 9.550772059348321408e-01 1.000000000000000056e-01 9.638732239405933822e-01
1.342569237000759131e+03 9.648910376333421635e-01 1.000000000000000056e-01 9.639266025117232406e-01
1.343017161656503731e+03 9.334457064828565187e-01 1.000000000000000056e-01 9.639477030373565514e-01
1.343465237649330447e+03 9.318508899980976201e-01 1.000000000000000056e-01 9.639555243713433530e-01
1.343913465130777013e+03 9.972668828502777583e-01 1.000000000000000056e-01 9.639582447686407818e-01
1.344361844252533047e+03 9.924487567717029668e-01 1.000000000000000056e-01 9.639591337998945075e-01
1.344810375166443464e+03 9.483714680517872919e-01 1.000000000000000056e-01 9.639594077115056781e-01
1.345259058024507112e+03 9.724275796644149539e-01 1.000000000000000056e-01 9.639594881008132221e-01
1.345707892978876544e+03 9.818736757001569337e-01 1.000000000000000056e-01 9.639595113261000270e-01
1.346156880181860743e+03 9.540190869762051884e-01 1.000000000000000056e-01 9.639595185941685074e-01
1.346606019785922172e+03 9.491981902430134399e-01 1.000000000000000056e-01 9.639595215647964732e-01
