1.532779079093194241e+03 1.021786384722765728e+00 1.000000000000000056e-01 9.784168993758841637e-01
1.533290493974142692e+03 9.821707431007834499e-01 1.000000000000000056e-01 9.784168983923439145e-01
1.533802076187414514e+03 9.900632675956276829e-01 1.000000000000000056e-01 9.784168973146637471e-01
1.534313825900587290e+03 9.948353697271907770e-01 1.000000000000000056e-01 9.784168961302855960e-01
1.534825743281403675e+03 1.003734181909000212e+00 1.000000000000000056e-01 9.784168948244613695e-01
1.535337828497771397e+03 1.000118224059834304e+00 1.000000000000000056e-01 9.784168933797704470e-01
1.535850081717762805e+03 1.012897898169124788e+00 1.000000000000000056e-01 9.784168917755092787e-01
1.536362503109616682e+03 9.994743887115927761e-01 1.000000000000000056e-01 9.784168899869088998e-01
1.536875092841736432e+03 9.804469487246345594e-01 1.000000000000000056e-01 9.784168879841268485e-01
1.537387851082692578e+03 9.244894104845383653e-01 1.000000000000000056e-01 9.784168857309227807e-01
1.537900778001220715e+03 9.461538379683214206e-01 1.000000000000000056e-01 9.784168831829122004e-01
1.538413873766223560e+03 9.696222894331988362e-01 1.000000000000000056e-01 9.784168802852254432e-01
1.538927138546771175e+03 9.716264605522155762e-01 1.000000000000000056e-01 9.784168769693240009e-01
1.539440572512099834e+03 9.413578194730422011e-01 1.000000000000000056e-01 9.784168731485396453e-01
1.539954175831614293e+03 9.123735912144184113e-01 1.000000000000000056e-01 9.784168687122604124e-01
1.540467948674885747e+03 9.796952079324161566e-01 1.000000000000000056e-01 9.784168635163833505e-01
1.540981891211654329e+03 9.776682748514062826e-01 1.000000000000000056e-01 9.784168573710606553e-01
1.541496003611827746e+03 9.912213157205020941e-01 1.000000000000000056e-01 9.784168500208826336e-01
1.542010286045482417e+03 9.147520188023062770e-01 1.000000000000000056e-01 9.784168411147403654e-01
1.542524738682863926e+03 1.015131789095261583e+00 1.000000000000000056e-01 9.784168301576223747e-01
1.543039361694386798e+03 9.681946635246276855e-01 1.000000000000000056e-01 9.784168164293278735e-01
1.543554155250634494e+03 9.792715030557969103e-01 1.000000000000000056e-01 9.784167988423883022e-01
1.544069119522360097e+03 9.771613759153029433e-01 1.000000000000000056e-01 9.784167756744552857e-01
1.544584254680487675e+03 9.536970468128428413e-01 1.000000000000000056e-01 9.784167439833175717e-01
1.545099560896110461e+03 1.015111442874459646e+00 1.000000000000000056e-01 9.784166912227117985e-01
1.545615038340491992e+03 9.629406964077669162e-01 1.000000000000000056e-01 9.784159597487080973e-01
1.546130687185067927e+03 9.540707749478957167e-01 1.000000000000000056e-01 9.783863274141568755e-01
1.546646507601443545e+03 9.442159743870005562e-01 1.000000000000000056e-01 9.777396695875536503e-01
1.547162499761396248e+03 9.768705718657549886e-01 1.000000000000000056e-01 9.708809697399845007e-01
1.547678663836874421e+03 9.245831966400146484e-01 1.000000000000000056e-01 9.370180329246535766e-01
1.548194999999999936e+03 8.742224696804495876e-01 1.000000000000000056e-01 8.660155263280169269e-01
1.548711508423064970e+03 8.242719515281564657e-01 1.000000000000000056e-01 8.207546412366673039e-01
1.549228189278535183e+03 8.537230088430292074e-01 1.000000000000000056e-01 8.503400464187367280e-01
1.549745042739049040e+03 8.923518903115216228e-01 1.000000000000000056e-01 8.747055604001980900e-01
1.550262068977417357e+03 8.342320235336527778e-01 1.000000000000000056e-01 8.188884696519037609e-01
1.550779268166626025e+03 7.292535971192752875e-01 1.000000000000000056e-01 7.476014565352746555e-01
1.551296640479832149e+03 7.547096101676716851e-01 1.000000000000000056e-01 7.545398370857251402e-01
1.551814186090368821e+03 8.204171342008254042e-01 1.000000000000000056e-01 8.381932083028235114e-01
1.552331905171742164e+03 8.732543605215409288e-01 1.000000000000000056e-01 9.037160099428844795e-01
1.552849797897633380e+03 8.965758085250854492e-01 1.000000000000000056e-01 9.004136523243224666e-01
1.553367864441898519e+03 8.674977719783782959e-01 1.000000000000000056e-01 8.815427313422371514e-01
1.553886104978568483e+03 9.342284483068129530e-01 1.000000000000000056e-01 8.982262482127926218e-01
1.554404519681849933e+03 9.795553403742173204e-01 1.000000000000000056e-01 9.380359445566788246e-01
1.554923108726124156e+03 9.695825401474448269e-01 1.000000000000000056e-01 9.663519349194628072e-01
1.555441872285950012e+03 9.820697903633117676e-01 1.000000000000000056e-01 9.762918069065779081e-01
1.555960810536062127e+03 1.017786737750558279e+00 1.000000000000000056e-01 9.781954563853245688e-01
1.556479923651369973e+03 9.834523481481215468e-01 1.000000000000000056e-01 9.784030529539370358e-01
1.556999211806963103e+03 9.676445582333732531e-01 1.000000000000000056e-01 9.784162316416763483e-01
1.557518675178105468e+03 1.002682794542873568e+00 1.000000000000000056e-01 9.784167550524882628e-01
1.558038313940239959e+03 9.770060952971962864e-01 1.000000000000000056e-01 9.784167924922344550e-01
1.558558128268985911e+03 9.941173371146706517e-01 1.000000000000000056e-01 9.784168123757843727e-01
1.559078118340142964e+03 1.017805397510528564e+00 1.000000000000000056e-01 9.784168274292104339e-01
1.559598284329686294e+03 9.713490920908310899e-01 1.000000000000000056e-01 9.784168392401648706e-01
1.560118626413771835e+03 9.740663451306960097e-01 1.000000000000000056e-01 9.784168487194300212e-01
1.560639144768734013e+03 9.553510827176711073e-01 1.000000000000000056e-01 9.784168564669012413e-01
1.561159839571085513e+03 9.440178695847006862e-01 1.000000000000000056e-01 9.784168628948604063e-01
1.561680710997520009e+03 9.601407366640427599e-01 1.000000000000000056e-01 9.784168682961436048e-01
1.562201759224910120e+03 9.665891563191133518e-01 1.000000000000000056e-01 9.784168728844233609e-01
1.562722984430308315e+03 9.931624005822574652e-01 1.000000000000000056e-01 9.784168768191656707e-01
1.563244386790948965e+03 9.936125418719123914e-01 1.000000000000000056e-01 9.784168802216834937e-01
1.563765966484244927e+03 1.002140378250795161e+00 1.000000000000000056e-01 9.784168831858098825e-01
