#   name_b      |    RA_b      |    DEC_b     |     spec-id     |    name_f       |    RA_f      |    DEC_f     |    spec-id      |   zb   |   zf   | theta |  R_com   |  S/N  |   gUV   |   ib  |  J2Mb |  H2Mb |  K2Mb | JABb  |  HABb |  KABb |   if  |  J2Mf |  H2Mf |  K2Mf | JABf  | HABf  |  KABf |   tel_b     |        tel_f
BOSSJ0208-0544A | 02:08:16.264 | -05:44:39.88 | 7238-0155-56660 | BOSSJ0208-0537B | 02:08:32.631 | -05:37:25.92 | 4393-0162-55944 |  2.240 |  1.956 | 498.0 | 12799.43 | -1.00 |      0. | 21.78 |  0.00 |  0.00 |  0.00 | 21.54 | 21.40 | 20.97 | 22.43 |  0.00 |  0.00 |  0.00 | 22.35 | 22.26 | 22.12 | BOSS | BOSS
BOSSJ0208+0038A | 02:08:26.411 | +00:38:10.49 | 4235-0722-55451 | SDSSJ0208+0037B | 02:08:21.198 | +00:37:34.66 | 1074-0544-52937 |  2.379 |  2.018 | 86.00 | 2250.949 | -1.00 |     12. | 19.66 |  0.00 |  0.00 |  0.00 | 19.32 | 19.23 | 18.84 | 19.79 |  0.00 |  0.00 |  0.00 | 19.67 | 19.56 | 19.45 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0208-0815A | 02:08:34.135 | -08:15:51.47 | 4396-0651-55829 | SDSSJ0209-0825B | 02:09:02.858 | -08:25:31.86 | 0667-0462-52163 |  2.371 |  2.136 | 720.1 | 19454.79 | -1.00 |      0. | 22.03 |  0.00 |  0.00 |  0.00 | 21.71 | 21.62 | 21.22 | 18.50 |  0.00 |  0.00 |  0.00 | 18.34 | 18.16 | 17.87 | BOSS | SDSSKDEXDQSOZVCV,GNIRS
BOSSJ0208-0034A | 02:08:37.957 | -00:34:22.30 | 4235-0278-55451 | SDSSJ0208-0039B | 02:08:01.181 | -00:39:17.59 | 0702-0188-52178 |  2.258 |  1.977 | 625.6 | 16184.19 | -1.00 |      0. | 19.45 |  0.00 |  0.00 |  0.00 | 19.18 | 19.04 | 18.62 | 19.69 |  0.00 |  0.00 |  0.00 | 19.58 | 19.49 | 19.36 | SDSSBOSSKDEVCVALLBOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0208-0034A | 02:08:37.957 | -00:34:22.30 | 4235-0278-55451 | SDSSJ0209-0030B | 02:09:02.634 | -00:30:30.51 | 1506-0110-53003 |  2.258 |  2.044 | 436.7 | 11511.51 | -1.00 |      0. | 19.45 |  0.00 |  0.00 |  0.00 | 19.18 | 19.04 | 18.62 | 19.67 |  0.00 |  0.00 |  0.00 | 19.53 | 19.42 | 19.31 | SDSSBOSSKDEVCVALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0208+0035A | 02:08:49.911 | +00:35:46.59 | 4235-0726-55451 | BOSSJ0208+0038B | 02:08:26.411 | +00:38:10.49 | 4235-0722-55451 |  2.667 |  2.379 | 380.7 | 10901.90 | -1.00 |      1. | 19.12 |  0.00 |  0.00 |  0.00 | 18.70 | 18.75 | 18.68 | 19.66 |  0.00 |  0.00 |  0.00 | 19.32 | 19.23 | 18.84 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS
BOSSJ0209+0112A | 02:09:02.323 | +01:12:47.62 | 4235-0744-55451 | BOSSJ0209+0105B | 02:09:27.934 | +01:05:45.64 | 4235-0792-55451 |  2.771 |  2.587 | 570.6 | 17060.85 | -1.00 |      0. | 19.78 |  0.00 |  0.00 |  0.00 | 19.36 | 19.47 | 19.40 | 20.10 |  0.00 |  0.00 |  0.00 | 19.67 | 19.67 | 19.34 | SDSSBOSSVHSALLBOSS | SDSSBOSSVHSALLBOSS
BOSSJ0209-0115A | 02:09:10.701 | -01:15:06.62 | 4346-0590-56209 | SDSSJ0208-0112B | 02:08:41.837 | -01:12:09.37 | 1074-0054-52937 |  2.353 |  2.057 | 467.7 | 12372.81 | -1.00 |      0. | 20.16 |  0.00 |  0.00 |  0.00 | 19.82 | 19.72 | 19.32 | 20.18 |  0.00 |  0.00 |  0.00 | 20.03 | 19.91 | 19.80 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0209+0021A | 02:09:15.219 | +00:21:39.24 | 3609-1000-55201 | BOSSJ0209+0021B | 02:09:29.690 | +00:21:48.99 | 3609-0988-55201 |  2.278 |  2.186 | 217.2 | 5946.159 | -1.00 |      0. | 21.37 |  0.00 |  0.00 |  0.00 | 21.10 | 20.96 | 20.55 | 21.17 |  0.00 |  0.00 |  0.00 | 20.96 | 20.80 | 20.38 | BOSS | BOSS
BOSSJ0209+0021A | 02:09:15.219 | +00:21:39.24 | 3609-1000-55201 | SDSSJ0209+0019B | 02:09:30.387 | +00:19:16.84 | 0702-0508-52178 |  2.278 |  2.046 | 268.4 | 7079.586 | -1.00 |      2. | 21.37 |  0.00 |  0.00 |  0.00 | 21.10 | 20.96 | 20.55 | 19.37 |  0.00 |  0.00 |  0.00 | 19.23 | 19.12 | 19.01 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ0209-0109A | 02:09:18.123 | -01:09:48.08 | 4235-0204-55451 | SDSSJ0208-0112B | 02:08:41.837 | -01:12:09.37 | 1074-0054-52937 |  2.347 |  2.057 | 562.2 | 14871.95 | -1.00 |      0. | 22.23 |  0.00 |  0.00 |  0.00 | 21.89 | 21.78 | 21.38 | 20.18 |  0.00 |  0.00 |  0.00 | 20.03 | 19.91 | 19.80 | BOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0209+0004A | 02:09:19.633 | +00:04:16.32 | 3609-0016-55201 | SDSSJ0209-0000B | 02:09:15.929 | -00:00:31.05 | 1073-0347-52649 |  2.199 |  1.969 | 292.7 | 7551.606 | -1.00 |      0. | 20.82 |  0.00 |  0.00 |  0.00 | 20.60 | 20.45 | 20.02 | 24.36 |  0.00 |  0.00 |  0.00 | 24.32 | 24.24 | 24.10 | BOSS | SDSSKDEXDQSOZVHS
BOSSJ0209+0021A | 02:09:29.690 | +00:21:48.99 | 3609-0988-55201 | SDSSJ0209+0019B | 02:09:30.387 | +00:19:16.84 | 0702-0508-52178 |  2.186 |  2.046 | 152.5 | 4022.719 | -1.00 |      6. | 21.17 |  0.00 |  0.00 |  0.00 | 20.96 | 20.80 | 20.38 | 19.37 |  0.00 |  0.00 |  0.00 | 19.23 | 19.12 | 19.01 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ0209-0022A | 02:09:36.918 | -00:22:16.29 | 4236-0494-55479 | SDSSJ0209-0030B | 02:09:02.634 | -00:30:30.51 | 1506-0110-53003 |  2.395 |  2.044 | 713.2 | 18799.48 | -1.00 |      0. | 20.13 |  0.00 |  0.00 |  0.00 | 19.78 | 19.70 | 19.30 | 19.67 |  0.00 |  0.00 |  0.00 | 19.53 | 19.42 | 19.31 | SDSSBOSSKDEALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0209-0029A | 02:09:42.930 | -00:29:41.07 | 4236-0489-55479 | BOSSJ0209-0022B | 02:09:36.918 | -00:22:16.29 | 4236-0494-55479 |  2.856 |  2.395 | 453.8 | 13042.72 | -1.00 |      0. | 20.77 |  0.00 |  0.00 |  0.00 | 20.36 | 20.46 | 20.40 | 20.13 |  0.00 |  0.00 |  0.00 | 19.78 | 19.70 | 19.30 | BOSS | SDSSBOSSKDEALLBOSS
BOSSJ0209+0027A | 02:09:48.588 | +00:27:26.66 | 4236-0506-55479 | BOSSJ0209+0021B | 02:09:15.219 | +00:21:39.24 | 3609-1000-55201 |  2.689 |  2.278 | 609.2 | 17049.31 | -1.00 |      0. | 18.20 |  0.00 |  0.00 |  0.00 | 17.79 | 17.86 | 17.79 | 21.37 |  0.00 |  0.00 |  0.00 | 21.10 | 20.96 | 20.55 | SDSSBOSSXDQSOZMADDOXVHSVCVALLBOSS | BOSS
BOSSJ0209+0027A | 02:09:48.588 | +00:27:26.66 | 4236-0506-55479 | BOSSJ0209+0021B | 02:09:29.690 | +00:21:48.99 | 3609-0988-55201 |  2.689 |  2.186 | 440.8 | 12065.52 | -1.00 |      0. | 18.20 |  0.00 |  0.00 |  0.00 | 17.79 | 17.86 | 17.79 | 21.17 |  0.00 |  0.00 |  0.00 | 20.96 | 20.80 | 20.38 | SDSSBOSSXDQSOZMADDOXVHSVCVALLBOSS | BOSS
BOSSJ0209+0001A | 02:09:52.465 | +00:01:15.71 | 4235-0820-55451 | SDSSJ0209-0000B | 02:09:15.929 | -00:00:31.05 | 1073-0347-52649 |  2.201 |  1.969 | 558.3 | 14405.12 | -1.00 |      0. | 19.90 |  0.00 |  0.00 |  0.00 | 19.68 | 19.53 | 19.10 | 24.36 |  0.00 |  0.00 |  0.00 | 24.32 | 24.24 | 24.10 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0209-0050A | 02:09:58.908 | -00:50:07.49 | 4235-0174-55451 | BOSSJ0210-0055B | 02:10:33.327 | -00:55:34.07 | 4235-0138-55451 |  2.608 |  2.392 | 610.8 | 17544.28 | -1.00 |      0. | 20.19 |  0.00 |  0.00 |  0.00 | 19.76 | 19.77 | 19.51 | 20.52 |  0.00 |  0.00 |  0.00 | 20.16 | 20.08 | 19.68 | SDSSBOSSKDEVHSALLBOSS | SDSSBOSSKDEALLBOSS
BOSSJ0210-0753A | 02:10:23.013 | -07:53:13.41 | 4397-0992-55921 | BOSSJ0210-0747B | 02:10:45.007 | -07:47:15.68 | 4396-0765-55829 |  2.904 |  2.614 | 484.5 | 14563.00 | -1.00 |      1. | 21.50 |  0.00 |  0.00 |  0.00 | 21.10 | 21.19 | 21.12 | 18.63 |  0.00 |  0.00 |  0.00 | 18.22 | 18.24 | 18.01 | BOSS | SDSSBOSSVCVALLBOSS
BOSSJ0210-0104A | 02:10:23.866 | -01:04:55.77 | 4235-0122-55451 | BOSSJ0210-0102B | 02:10:00.066 | -01:02:08.80 | 4235-0164-55451 |  2.398 |  2.326 | 394.0 | 11151.25 | -1.00 |      2. | 19.51 |  0.00 |  0.00 |  0.00 | 19.14 | 19.06 | 18.67 | 18.80 |  0.00 |  0.00 |  0.00 | 18.47 | 18.36 | 17.96 | SDSSBOSSKDEXDQSOZMADDOXVHSVCVALLBOSS | SDSSBOSSKDEXDQSOZMADDOXVHSALLBOSS
BOSSJ0210-0055A | 02:10:33.327 | -00:55:34.07 | 4235-0138-55451 | BOSSJ0210-0102B | 02:10:00.066 | -01:02:08.80 | 4235-0164-55451 |  2.392 |  2.326 | 636.1 | 18001.31 | -1.00 |      0. | 20.52 |  0.00 |  0.00 |  0.00 | 20.16 | 20.08 | 19.68 | 18.80 |  0.00 |  0.00 |  0.00 | 18.47 | 18.36 | 17.96 | SDSSBOSSKDEALLBOSS | SDSSBOSSKDEXDQSOZMADDOXVHSALLBOSS
BOSSJ0210-0018A | 02:10:43.168 | -00:18:18.49 | 4235-0152-55451 | SDSSJ0210-0014B | 02:10:32.852 | -00:14:03.53 | 0703-0318-52209 |  4.701 |  3.949 | 298.2 | 10786.47 | -1.00 |      0. | 19.16 |  0.00 |  0.00 |  0.00 | 19.11 | 18.76 | 18.85 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 | SDSSAUSBOSSKDEVHSMCGREERVCVALLBOSS | SDSS
BOSSJ0211+0049A | 02:11:36.431 | +00:49:43.16 | 4235-0918-55451 | BOSSJ0211+0046B | 02:11:22.791 | +00:46:55.38 | 4236-0554-55479 |  2.956 |  2.490 | 264.5 | 7758.696 | -1.00 |      1. | 19.43 |  0.00 |  0.00 |  0.00 | 18.99 | 19.09 | 19.01 | 20.28 |  0.00 |  0.00 |  0.00 | 19.87 | 19.81 | 19.44 | SDSSBOSSVHSALLBOSS | SDSSBOSSVHSALLBOSS
BOSSJ0212+0004A | 02:12:00.853 | +00:04:25.68 | 4236-0614-55479 | SDSSJ0212+0005B | 02:12:42.867 | +00:05:57.35 | 0703-0399-52209 |  2.685 |  2.133 | 636.8 | 17193.65 | -1.00 |      0. | 19.53 |  0.00 |  0.00 |  0.00 | 19.11 | 19.18 | 19.11 | 19.03 |  0.00 |  0.00 |  0.00 | 18.86 | 18.68 | 18.40 | SDSSBOSSVHSVCVALLBOSS | SDSSKDEXDQSOZMADDOXVHS
SDSSJ0212-0043A | 02:12:02.505 | -00:43:30.18 | 0702-0062-52178 | SDSSJ0211-0037B | 02:11:38.625 | -00:37:24.06 | 1073-0270-52649 |  2.173 |  1.986 | 512.1 | 13283.52 | -1.00 |      0. | 19.57 |  0.00 |  0.00 |  0.00 | 19.36 | 19.20 | 18.78 | 24.36 |  0.00 |  0.00 |  0.00 | 24.31 | 24.22 | 24.09 | SDSSBOSSKDEXDQSOZVHSVCV | SDSSKDEMADDOXVHSVCV
SDSSJ0212-0043A | 02:12:02.505 | -00:43:30.18 | 0702-0062-52178 | SDSSJ0212-0051B | 02:12:23.957 | -00:51:26.01 | 0703-0297-52209 |  2.173 |  2.121 | 574.4 | 15459.41 | -1.00 |      0. | 19.57 |  0.00 |  0.00 |  0.00 | 19.36 | 19.20 | 18.78 | 20.36 |  0.00 |  0.00 |  0.00 | 20.20 | 20.02 | 19.80 | SDSSBOSSKDEXDQSOZVHSVCV | SDSS2SLAQKDEXDQSOZVHS
BOSSJ0213+0013A | 02:13:15.228 | +00:13:00.64 | 4236-0652-55479 | BOSSJ0213+0011B | 02:13:48.315 | +00:11:35.94 | 4236-0690-55479 |  3.093 |  2.809 | 503.4 | 15677.55 | -1.00 |      0. | 20.46 |  0.00 |  0.00 |  0.00 | 20.00 | 20.08 | 20.02 | 19.86 |  0.00 |  0.00 |  0.00 | 19.43 | 19.54 | 19.47 | SDSSBOSSVHSALLBOSS | SDSSBOSSVHSVCVALLBOSS
BOSSJ0213-0014A | 02:13:27.251 | -00:14:46.95 | 4236-0358-55479 | SDSSJ0213-0027B | 02:13:36.501 | -00:27:12.88 | 0702-0039-52178 |  2.393 |  2.029 | 758.7 | 19919.08 | -1.00 |      0. | 20.16 |  0.00 |  0.00 |  0.00 | 19.80 | 19.72 | 19.32 | 19.69 |  0.00 |  0.00 |  0.00 | 19.55 | 19.44 | 19.33 | SDSSAUSBOSSXDQSOZMADDOXVHSALLBOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0213+0041A | 02:13:30.835 | +00:41:04.09 | 4235-0983-55451 | SDSSJ0213+0030B | 02:13:33.346 | +00:30:30.90 | 0405-0485-51816 |  2.553 |  2.040 | 634.3 | 16702.06 | -1.00 |      0. | 19.72 |  0.00 |  0.00 |  0.00 | 19.28 | 19.25 | 18.89 | 18.98 |  0.00 |  0.00 |  0.00 | 18.83 | 18.72 | 18.61 | SDSSBOSSALLBOSS | SDSSKDEXDQSOZMADDOXVHSVCV
BOSSJ0213+0011A | 02:13:48.315 | +00:11:35.94 | 4236-0690-55479 | BOSSJ0213+0012B | 02:13:43.549 | +00:12:58.34 | 4235-0994-55451 |  2.809 |  2.339 | 109.0 | 3095.911 | -1.00 |      0. | 19.86 |  0.00 |  0.00 |  0.00 | 19.43 | 19.54 | 19.47 | 24.36 |  0.00 |  0.00 |  0.00 | 24.10 | 23.99 | 23.59 | SDSSBOSSVHSVCVALLBOSS | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS
BOSSJ0213-0054A | 02:13:55.238 | -00:54:15.10 | 4236-0332-55479 | BOSSJ0213-0048B | 02:13:51.606 | -00:48:50.16 | 4236-0338-55479 |  3.612 |  3.520 | 329.4 | 11364.12 | -1.00 |      6. | 20.11 |  0.00 |  0.00 |  0.00 | 19.66 | 19.64 | 19.58 | 19.37 |  0.00 |  0.00 |  0.00 | 18.89 | 18.91 | 18.82 | SDSSBOSSKDEVHSALLBOSS | SDSSBOSSKDEVHSALLBOSS
SDSSJ0214-0107A | 02:14:12.998 | -01:07:11.79 | 1507-0203-53763 | SDSSJ0213-0100B | 02:13:53.370 | -01:00:58.38 | 0703-0251-52209 |  2.599 |  2.120 | 475.4 | 12794.87 | -1.00 |      0. | 20.44 |  0.00 |  0.00 |  0.00 | 20.01 | 20.02 | 19.72 | 20.22 |  0.00 |  0.00 |  0.00 | 20.06 | 19.88 | 19.66 | SDSSBOSSKDEVHSALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0214+0105A | 02:14:15.249 | +01:05:22.92 | 4236-0706-55479 | BOSSJ0214+0105B | 02:14:14.424 | +01:05:12.17 | 4267-0364-55484 |  2.291 |  2.206 | 16.39 |  450.678 | -1.00 |    120. | 20.71 |  0.00 |  0.00 |  0.00 | 20.42 | 20.29 | 19.88 | 21.21 |  0.00 |  0.00 |  0.00 | 20.97 | 20.82 | 20.39 | MODS | MODS
BOSSJ0214-0004A | 02:14:15.269 | -00:04:14.73 | 4235-0010-55451 | SDSSJ0214-0002B | 02:14:28.542 | -00:02:56.10 | 0702-0637-52178 |  2.588 |  2.055 | 214.0 | 5659.770 | -1.00 |      2. | 19.49 |  0.00 |  0.00 |  0.00 | 19.05 | 19.04 | 18.72 | 19.98 |  0.00 |  0.00 |  0.00 | 19.82 | 19.70 | 19.60 | SDSSBOSSMADDOXVHSALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0214-0004A | 02:14:15.269 | -00:04:14.73 | 4235-0010-55451 | BOSSJ0214-0010B | 02:14:35.364 | -00:10:04.51 | 4236-0316-55479 |  2.588 |  2.399 | 461.7 | 13281.85 | -1.00 |      0. | 19.49 |  0.00 |  0.00 |  0.00 | 19.05 | 19.04 | 18.72 | 20.06 |  0.00 |  0.00 |  0.00 | 19.69 | 19.61 | 19.22 | SDSSBOSSMADDOXVHSALLBOSS | SDSS2SLAQBOSSKDEXDQSOZVHSVCVALLBOSS
BOSSJ0214-0004A | 02:14:15.269 | -00:04:14.73 | 4235-0010-55451 | SDSSJ0214+0001B | 02:14:50.268 | +00:01:34.78 | 0703-0183-52209 |  2.588 |  2.067 | 630.6 | 16730.56 | -1.00 |      0. | 19.49 |  0.00 |  0.00 |  0.00 | 19.05 | 19.04 | 18.72 | 19.37 |  0.00 |  0.00 |  0.00 | 19.22 | 19.09 | 18.98 | SDSSBOSSMADDOXVHSALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0214-0025A | 02:14:26.714 | -00:25:20.29 | 4236-0309-55479 | SDSSJ0213-0027B | 02:13:36.501 | -00:27:12.88 | 0702-0039-52178 |  2.236 |  2.029 | 761.5 | 19993.27 | -1.00 |      0. | 19.80 |  0.00 |  0.00 |  0.00 | 19.52 | 19.38 | 18.95 | 19.69 |  0.00 |  0.00 |  0.00 | 19.55 | 19.44 | 19.33 | SDSSBOSSKDEXDQSOZVHSALLBOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0214-0010A | 02:14:35.364 | -00:10:04.51 | 4236-0316-55479 | SDSSJ0214-0002B | 02:14:28.542 | -00:02:56.10 | 0702-0637-52178 |  2.399 |  2.055 | 440.4 | 11646.43 | -1.00 |      0. | 20.06 |  0.00 |  0.00 |  0.00 | 19.69 | 19.61 | 19.22 | 19.98 |  0.00 |  0.00 |  0.00 | 19.82 | 19.70 | 19.60 | SDSS2SLAQBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0214-0010A | 02:14:35.364 | -00:10:04.51 | 4236-0316-55479 | SDSSJ0214+0001B | 02:14:50.268 | +00:01:34.78 | 0703-0183-52209 |  2.399 |  2.067 | 734.1 | 19475.54 | -1.00 |      0. | 20.06 |  0.00 |  0.00 |  0.00 | 19.69 | 19.61 | 19.22 | 19.37 |  0.00 |  0.00 |  0.00 | 19.22 | 19.09 | 18.98 | SDSS2SLAQBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0214-0756A | 02:14:51.800 | -07:56:12.45 | 4395-0607-55828 | SDSSJ0215-0750B | 02:15:13.045 | -07:50:27.83 | 0668-0331-52162 |  2.016 |  1.938 | 467.3 | 11947.07 | -1.00 |      1. | 21.80 |  0.00 |  0.00 |  0.00 | 21.68 | 21.57 | 21.46 | 18.51 |  0.00 |  0.00 |  0.00 | 18.42 | 18.34 | 18.20 | BOSS | SDSSKDEXDQSOZ
BOSSJ0215+0109A | 02:15:53.722 | +01:09:53.87 | 4236-0786-55479 | SDSSJ0216+0112B | 02:16:17.286 | +01:12:34.18 | 1507-0521-53763 |  2.234 |  2.190 | 388.0 | 10628.92 | -1.00 |      0. | 19.72 |  0.00 |  0.00 |  0.00 | 19.45 | 19.31 | 18.88 | 19.97 |  0.00 |  0.00 |  0.00 | 19.73 | 19.57 | 19.15 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ0215+0109A | 02:15:53.722 | +01:09:53.87 | 4236-0786-55479 | SDSSJ0216+0105B | 02:16:24.397 | +01:05:03.45 | 1073-0574-52649 |  2.234 |  1.939 | 544.0 | 13915.52 | -1.00 |      0. | 19.72 |  0.00 |  0.00 |  0.00 | 19.45 | 19.31 | 18.88 | 20.22 |  0.00 |  0.00 |  0.00 | 20.11 | 20.03 | 19.89 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0216-0021A | 02:16:06.126 | -00:21:05.00 | 4236-0194-55479 | SDSSJ0216-0029B | 02:16:15.321 | -00:29:11.09 | 0703-0144-52209 |  2.225 |  1.955 | 505.2 | 12985.00 | -1.00 |      0. | 18.19 | 18.02 | 17.77 | 17.12 | 17.93 | 17.78 | 17.35 | 19.92 |  0.00 |  0.00 |  0.00 | 19.81 | 19.73 | 19.59 | SDSSAUSBOSSKDEXDQSOZMADDOXVHSALLBOSS,ESI_TARG | SDSSKDEXDQSOZ
BOSSJ0216+0115A | 02:16:06.401 | +01:15:09.59 | 4267-0288-55484 | SDSSJ0216+0112B | 02:16:17.286 | +01:12:34.18 | 1507-0521-53763 |  2.231 |  2.190 | 225.3 | 6173.682 | -1.00 |      2. | 18.15 |  0.00 |  0.00 |  0.00 | 17.88 | 17.74 | 17.31 | 19.97 |  0.00 |  0.00 |  0.00 | 19.73 | 19.57 | 19.15 | SDSSAUSBOSSXDQSOZMADDOXVHSVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ0216+0115A | 02:16:06.401 | +01:15:09.59 | 4267-0288-55484 | SDSSJ0216+0105B | 02:16:24.397 | +01:05:03.45 | 1073-0574-52649 |  2.231 |  1.939 | 663.5 | 16971.42 | -1.00 |      0. | 18.15 |  0.00 |  0.00 |  0.00 | 17.88 | 17.74 | 17.31 | 20.22 |  0.00 |  0.00 |  0.00 | 20.11 | 20.03 | 19.89 | SDSSAUSBOSSXDQSOZMADDOXVHSVCVALLBOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0216-0013A | 02:16:14.176 | -00:13:09.29 | 4236-0192-55479 | BOSSJ0216-0021B | 02:16:06.126 | -00:21:05.00 | 4236-0194-55479 |  2.682 |  2.225 | 490.8 | 13563.02 | -1.00 |      1. | 19.05 |  0.00 |  0.00 |  0.00 | 18.62 | 18.69 | 18.62 | 18.19 | 18.02 | 17.77 | 17.12 | 17.93 | 17.78 | 17.35 | BOSS | SDSSAUSBOSSKDEXDQSOZMADDOXVHSALLBOSS,ESI_TARG
BOSSJ0216-0025A | 02:16:42.842 | -00:25:30.55 | 4237-0500-55478 | BOSSJ0217-0028B | 02:17:12.966 | -00:28:23.46 | 4237-0470-55478 |  2.882 |  2.524 | 483.8 | 14285.23 | -1.00 |      0. | 20.17 |  0.00 |  0.00 |  0.00 | 19.74 | 19.84 | 19.77 | 22.45 |  0.00 |  0.00 |  0.00 | 22.02 | 21.98 | 21.61 | SDSSBOSSVHSVCVALLBOSS | BOSS
BOSSJ0217+0047A | 02:17:00.513 | +00:47:19.81 | 4236-0880-55479 | SDSSJ0217+0046B | 02:17:33.501 | +00:46:11.34 | 1507-0564-53763 |  2.314 |  1.936 | 499.4 | 12763.91 | -1.00 |      0. | 19.63 |  0.00 |  0.00 |  0.00 | 19.31 | 19.19 | 18.79 | 20.00 |  0.00 |  0.00 |  0.00 | 19.90 | 19.81 | 19.68 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSAUSKDEXDQSOZVHSVCV
BOSSJ0217+0039A | 02:17:28.173 | +00:39:01.97 | 4237-0560-55478 | BOSSJ0217+0047B | 02:17:00.513 | +00:47:19.81 | 4236-0880-55479 |  2.503 |  2.314 | 648.0 | 18290.57 | -1.00 |      0. | 20.27 |  0.00 |  0.00 |  0.00 | 19.83 | 19.78 | 19.41 | 19.63 |  0.00 |  0.00 |  0.00 | 19.31 | 19.19 | 18.79 | SDSS2SLAQBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS
BOSSJ0217-0052A | 02:17:28.628 | -00:52:27.32 | 4237-0448-55478 | BOSSJ0217-0103B | 02:17:24.537 | -01:03:57.54 | 4236-0125-55479 |  2.458 |  2.237 | 692.9 | 19201.95 | -1.00 |      0. | 19.90 |  0.00 |  0.00 |  0.00 | 19.49 | 19.43 | 19.05 | 18.66 |  0.00 |  0.00 |  0.00 | 18.40 | 18.26 | 17.83 | SDSSAUSBOSSXDQSOZMADDOXVHSVCVALLBOSS | SDSSBOSSKDEXDQSOZMADDOXALLBOSS
BOSSJ0217-0549A | 02:17:32.635 | -05:49:27.74 | 7237-0085-56662 | BOSSJ0218-0544B | 02:18:06.997 | -05:44:56.50 | 7236-0448-56605 |  3.934 |  3.302 | 580.1 | 19463.22 | -1.00 |      0. | 21.92 |  0.00 |  0.00 |  0.00 | 21.53 | 21.38 | 21.45 | 22.53 |  0.00 |  0.00 |  0.00 | 22.01 | 22.11 | 21.95 | BOSS | BOSS
BOSSJ0217-0854A | 02:17:40.965 | -08:54:47.94 | 4395-0312-55828 | BOSSJ0217-0901B | 02:17:55.250 | -09:01:40.98 | 4395-0262-55828 |  2.567 |  2.325 | 464.1 | 13130.52 | -1.00 |      1. | 17.94 | 17.78 | 17.02 | 16.96 | 17.51 | 17.49 | 17.14 | 18.77 |  0.00 |  0.00 |  0.00 | 18.47 | 18.36 | 17.95 | SDSSBOSSXDQSOZALLBOSS | SDSSBOSSXDQSOZVCVALLBOSS
SDSSJ0217-0019A | 02:17:44.829 | -00:19:44.10 | 0405-0064-51816 | BOSSJ0217-0014B | 02:17:59.614 | -00:14:49.15 | 4236-0114-55479 |  2.551 |  2.305 | 369.0 | 10393.35 | -1.00 |      0. | 22.46 |  0.00 |  0.00 |  0.00 | 22.03 | 22.00 | 21.65 | 20.02 |  0.00 |  0.00 |  0.00 | 19.71 | 19.59 | 19.18 | SDSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
SDSSJ0217-0019A | 02:17:44.829 | -00:19:44.10 | 0405-0064-51816 | BOSSJ0218-0019B | 02:18:11.228 | -00:19:09.86 | 4237-0428-55478 |  2.551 |  2.306 | 397.4 | 11195.38 | -1.00 |      2. | 22.46 |  0.00 |  0.00 |  0.00 | 22.03 | 22.00 | 21.65 | 18.77 |  0.00 |  0.00 |  0.00 | 18.46 | 18.34 | 17.94 | SDSS | SDSSBOSSKDEXDQSOZMADDOXVHSALLBOSS
BOSSJ0218-0829A | 02:18:03.779 | -08:29:32.23 | 4395-0772-55828 | SDSSJ0218-0827B | 02:18:11.064 | -08:27:50.29 | 0668-0480-52162 |  2.047 |  1.938 | 148.5 | 3798.358 | -1.00 |      3. | 21.33 |  0.00 |  0.00 |  0.00 | 21.19 | 21.08 | 20.97 | 19.94 |  0.00 |  0.00 |  0.00 | 19.85 | 19.77 | 19.63 | BOSS | SDSSKDEXDQSOZVCV
