FG_RA FG_DEC Z_FG OLD_GUV
14.322352533546379 -0.020369537061697723 2.1608558603170853 897.4078348458613
17.958624999999998 14.028194444444445 2.4851422501937015 4624.0
27.321270363932285 -0.3615683616398723 1.6822504997253418 1726.1221923828125
37.576108088313276 -3.5553935432377806 2.3802433013916016 1011.2388305664062
55.40899064442681 0.0008147856817834485 2.123289108276367 274.1940612792969
62.4827999145965 -4.190815699819293 1.7154990434646606 515.6536865234375
118.24922750393922 40.19117220437999 1.8831974267959595 749.9807739257812
120.2078892285686 35.7137869677965 1.9823112476850007 1463.3249957150108
127.18069991832559 45.75480430170252 1.871798038482666 371.39727783203125
129.30650366646253 36.510373576631125 1.8351764678955078 3560.374755859375
129.4913100065631 38.62419901298493 2.0624206640803653 6039.007881141842
130.4936254165363 39.355826150456544 2.0411760661093528 1064.01439615741
133.493184483774 -0.18556870826667318 2.4013701096257245 862.6320243492322
137.69333582648545 4.249586805153532 2.045891748727869 8357.827381699297
138.409600160504 -1.119078316752368 2.747529682123376 4181.935322994245
138.6334026637427 1.1534521438123075 2.140203458373856 854.4406812444047
141.07353995331368 39.48895962536448 1.8852180242538452 1971.9249267578125
143.10976748905838 9.423919307047518 2.4169956320689336 542.8254260215783
144.16810745880844 -0.9778033599519437 2.208449125289917 347.614013671875
144.51757364487395 53.29553070968035 2.0670297298656455 5349.262978051912
150.69523242343917 0.3511093952848353 2.1767977245583157 20272.97425747021
151.28999819229463 50.3249431385086 1.8164238929748535 234.70143127441406
151.6144528180867 48.07223528567106 2.303152706092736 2022.1342347362186
152.42227960718668 25.017799121203343 1.869037389755249 2540.975830078125
152.5062862955471 40.63207791844018 2.1923521650381694 3793.8382501339056
156.57835445126005 46.24590985046291 3.3504829349410095 1416.77792142423
159.73904585944234 50.45221683981608 3.1322235022531864 2653.924924676622
160.429580150604 19.956165396793498 1.8465107679367065 4903.75927734375
161.2869868493815 43.855058566617025 2.4282896518707275 565.188232421875
175.44244664079378 7.40305274327554 3.5509026610170595 3977.070842455528
176.14806841018049 9.98935940250724 2.97308431574543 2130.151276508609
176.4439168704744 3.376874333546366 1.7652175426483154 559.3153686523438
181.07278694697834 2.3513096056545 2.435791761692911 1903.5610968119236
182.23725012327589 7.6281158798630875 2.169438123703003 2695.5498046875
187.92957694444158 0.4795258159828045 3.201173587036271 1118.19287109375
192.45075948906702 6.120568648151477 2.0058651356473884 4086.8697787227243
195.353072993441 47.98600792079109 2.193954380690288 3451.2641548299152
196.52162501362795 61.97325728314891 2.108935617619313 1231.937539163349
201.91909166972917 34.38992854088331 1.6484733819961548 1964.162109375
209.70713570207016 27.63523960574554 1.8996047973632812 1246.7125244140625
210.5337353207239 47.01975740246891 1.9159192675317462 1014.6261051809123
213.40491283768213 27.254749146940892 1.6893140077590942 439.4671325683594
215.01529183558864 2.4574080992201774 3.616641938812064 1819.7411180294473
215.22674046750154 16.05926075354706 2.021870302588418 5502.06363365976
216.9953669442351 -1.3584370572365394 2.273544922145819 23986.249906687968
217.7903108527402 57.458055185874905 1.679038405418396 3732.0458984375
218.43958534910266 6.686107614075376 2.2937239853131857 792.17933044659
220.637152731897 1.6251122712243953 1.8067466020584106 1417.157958984375
227.05859000651793 36.59148806080429 1.84810209274292 3625.87353515625
233.37012995321 14.428472563793447 2.076885938644409 2732.00830078125
238.35669870738812 19.36137558651179 2.0098327551278357 3933.370853509317
239.9488923031677 49.71869220338193 1.8602795600891113 1234.8504638671875
246.90165871031758 22.26057917399212 3.2545194587001154 678.1605562607054
246.91097097890267 46.093996609355536 3.8145760745065163 1600.273559767814
254.32021902785687 31.087215909299083 2.131787061691284 3652.13232421875
326.58619822835186 -7.880724670416253 2.1152653933215744 3406.5995456544606
330.70254328278673 12.612651296551029 2.069491682968712 6637.070900672313
